,file,source company,authors,company symbols,company names,trade call,target price,possible sources,,
133,Kirloskar Oil Engines_IC_5 May 2016.pdf,['rathi'],"['bhalchandrashinde', 'premkhurana']","['M&M', 'LT', 'HMT', 'TIL', 'BEML', 'TI']",[],Buy,5,"['rathi', 'Anand Rathi Research']",,
134,Conviction Ideas- Goodricke Group.pdf,['capstocksindia'],['research'],"['FDC', 'HSIL', 'IDFC', 'ITC', 'IGL', 'CRISIL']",[],Buy,205,['capstocksindia'],,
135,Media_Report_18Sept2017.pdf,['jmfl'],"['shilpa.pattnaik', 'ruchir.jhunjhunwala', 'sunny.shah', 'sanjay.chawla', 'jmfinancial.research']","['ADSL', 'NCC', 'DEN', 'ITC', 'ZEEL', 'GTPL']",['Ortel Communications Ltd.'],Sell,,"['jmfl', 'JM Financial.']",,
136,Emkay- Sector Update Automobiles.pdf,['emkayglobal'],"['raghunandhan.nl', 'bibhishan.jagtap']",['ACC'],['Emkay Global Financial Services Ltd.'],,,['emkayglobal'],,
137,I-Sec_Mn150517.pdf,['icicisecurities'],['715370'],"['ABFRL', 'PNB', 'GSPL', 'HMVL', 'MHRIL', 'OCL', 'IOC', 'HDFC', 'HSIL', 'ICICI', 'GAIL', 'OIL', 'ATFL', 'BEL', 'CONCOR', 'ZEEL', 'CESC', 'BPCL', 'MCX']",['Canara Bank'],Buy,3,"['icicisecurities', 'I-Sec research']",,
138,AMRJ-20170123-MOSL-RU-PG010.pdf,['motilaloswal'],['Varun.kumar'],"['ICICI', 'M&M', 'AMAR', 'AMRJ IN']",[],Buy,,"['motilaloswal', 'MOSL']",,
139,BAFL QIP - List of allottees-11062015.pdf,['Others'],['NA'],[],[],,,[],,
140,Wabco India 2QFY18 Outlook Review.pdf,['sparkcapital'],"['rseshan', 'mukesh']","['WIL IN', 'TOTAL', 'STAN']",[],Buy,173,['sparkcapital'],,
141,3TUHR8XDFPGYI62CJ5MQK14LSW7EBO.pdf,['Others'],['NA'],[],[],,,[],,
142,EIL_IDFC - July12 .pdf,['idfc'],['santosh.fernandes'],"['IDFC', 'ENGR IN']",[],Sell,2,['idfc'],,
143,TTKPHARM_20120116.pdf,['firstcallindiaequity'],['info'],[],['TTK Healthcare Ltd.'],Sell,4,"['firstcallindiaequity', 'firstcallindia']",,
144,V-Guard Transcript Jan'14.pdf,['Others'],['Amsec'],[],[],Sell,6,[],,
145,ICICI UBS.pdf,['ubs'],"['ishank.kumar', 'vishal.goyal']","['SPECTRUM', 'ICICI']",[],Buy,260,"['ubs', 'UBS']",,
146,r101028a.pdf,['Others'],['BIS - Bank for International Settlements'],['PNC'],[],,,[],,
147,june_2008_ubs_presentation.pdf,['Others'],['A0002595'],[],[],,,[],,
148,iuu02n30-3osq-g007-bf29-984be168e003.pdf,['morganstanley'],"['Ridham.Desai', 'Utkarsh.Khandelwal', 'Sheela.Rathi']",['TOTAL'],[],Sell,800,"['morganstanley', 'Capitaline']",,
149,IceCapAssetManagementLimitedGlobalMarketsJuly2010.pdf,['IceCapAssetManagement'],['keithdicker'],[],[],,,"['IceCapAssetManagement', 'IceCap Asset Management Limited']",,
150,BUDGET_PREVIEW_FY14-JUN-14-EDEL.pdf,['edelweissfin'],"['nischal.maheshwari', 'kapil.gupta', 'vikas.khemani', 'nirav.sheth', 'prateek.parekh']","['ONGC', 'TOTAL', 'OIL', 'PSB']",[],Sell,58,"['edelweissfin', 'CMIE']",,
151,La Opala 2011.pdf,['rediffmail'],['mcskol'],"['HDFC', 'LAOPALA', 'TOTAL']","['Genesis Exports Ltd.', 'Punjab Chemicals & Crop Protection Ltd.']",,,['rediffmail'],,
152,TVSL-20170427-MOSL-RU-PG014.pdf,['motilaloswal'],['Varun.kumar'],"['TVSL IN', 'RELIANCE', 'ICICI', 'M&M']",[],Buy,581,"['motilaloswal', 'MOSL']",,
153,Ambit_Ten Interesting Things_Weeklies_25Jan2018.pdf,['ambit'],[None],[],[],,,"['ambit', 'sageoneinvestments', 'Money control']",,
154,GujaratAmbujaExportsLtd (2).pdf,['Others'],['NA'],['LT'],['Gujarat Ambuja Exports Ltd.'],Buy,88,[],,
155,ICIL_Q2FY16_Investor_Update_Presentation.pdf,['Others'],['icraadmin'],"['MARG', 'ICRA']",[],,,,,
156,Axis Bank 2QFY19 result update - 181103 - Antique Research.pdf,['antiquelimited'],"['amit.mishra', 'sohail.halai']",['AXSB IN'],[],Buy,680,"['antiquelimited', 'Antique']",,
157,AMP - 180502.pdf,['antiquelimited'],"['rahul.gajare', 'digant.haria', 'bhavik.mehta', 'prateek.kumar', 'dhirendra.tiwari', 'nishant.shah']","['ONGC', 'PNB', 'CGPOWER', 'IRB', 'HDFC IN', 'ITC', 'BIOCON', 'BHEL', 'CANBK', 'BEML', 'PCJEWELLER', 'NCC', 'BALRAMCHIN', 'RCOM', 'GRUH', 'LT', 'MOIL', 'UPL', 'TCS', 'HDFC', 'RBL', 'ICICI', 'RBLBANK', 'M&M', 'YESBANK', 'GAIL', 'IDFC', 'BALKRISIND', 'NBCC', 'OIL', 'LT IN', 'ICRA', 'SAIL', 'CANFINHOME', 'NMDC', 'ACC', 'KEC', 'PTC', 'CCRI IN', 'NATIONALUM', 'MARICO', 'ABB', 'BPCL', 'AXISBANK']","['Sangam (India) Ltd.', 'Punjab National Bank', 'Canara Bank', 'NCC Ltd.']",Buy,672,"['antiquelimited', 'Antique']",,
158,Liberty Shoes Q3FY14 Result Update.pdf,['hdfcsec'],"['mehernosh.panthaki', 'hdfcsecretailresearch']",['HDFC'],['Liberty Shoes Ltd.'],Buy,156,['hdfcsec'],,
159,LT-28-7-17-PL.pdf,['plindia'],['kunalsheth'],[],[],,,"['plindia', 'PL Research']",,
160,VOLT 1QFY17 Review.pdf,[' 22x'],['344'],"['VOLT IN', 'TOTAL']",[],Buy,392,[' 22x'],,
161,Colgate Palmolive (India) (COLG.BO) - Citi.pdf,['citi'],"['aditya.mathur', 'jamshed.dadabhoy']",[],[],Buy,850,"['citi', 'Company Reports']",,
162,Waiver loan_19Dec'18.pdf,['jmfl'],['zack'],[],[],,,"['jmfl', 'JM Financial']",,
163,2012_india.pdf,['in'],"['akash.gupt', 'vivek.mehra', 'gautam.mehra', 'sanjeev.krishan']",[],[],Sell,2012,['in'],,
164,JagranPrakashan151216xe261629.pdf,['macquarie'],['alankar.garude'],['JAGP IN'],[],Sell,25,"['macquarie', 'Macquarie Research']",,
165,Ambit India Access_Little Giants Day_18Dec2017.pdf,['sageoneinvestments'],['research'],[],[],,,['sageoneinvestments'],,
166,macroperspective.pdf,['Frb'],"['m1sas00', 'mailto:ivo.welch']",[],[],,,"['anderson', 'Frb']",,
167,"Citi- Petronet LNG (PLNG.BO) - 3Q - EBITDA Expectedly Soft, But Volumes Surprise Positively.pdf",['citi'],"['saurabh.handa', 'sohini1.banerjee']",['GSPL'],[],Buy,24,"['citi', 'Powered by dataCentral']",,
168,CITUNIBA_20120806.pdf,['icicisecurities'],"['research', 'jaymin.trivedi', 'vasant.lohiya', 'kajal.gandhi', 'pankaj.pandey']","['IDBI', 'ICICI', 'CUB', 'HDFC']","['Syndicate Bank', 'Indian Overseas Bank', 'Punjab National Bank']",Buy,60,"['icicidirect', 'icicisecurities', 'ICICIdirect.com Research']",,
169,Cover Page - EBook Sourajit Aiyer.pdf,['Others'],['NA'],[],[],,,[],,
170,HDFC Sec_Banks & NBFC Sector_Q1FY17 Preview_08072016.pdf,['hdfcsec'],"['siji.philip', 'darpin.shah', 'parul.gulati']","['ICICI', 'UJJIVAN', 'AVG', 'SBIN', 'CUB', 'HDFC']",[],,,"['hdfcsec', 'HDFC sec Inst Research']",,
171,VP Chemical Presentation.pdf,['JM’s report on Speciality Chemicals dated'],['Bena'],['BASF'],[],,,['JM’s report on Speciality Chemicals dated'],,
172,2015-08-07_1438962126.pdf,['ilfsindia'],['devang.patel'],"['BHEL', 'BHEL IN']",[],Sell,12,"['ilfsindia', 'IL&FS Institutional Equities']",,
173,Axis Direct- AIA Engineering - Mining volumes pick up.pdf,['axissecurities'],"['akhand.singh', 'sankar.narayanan']",[],[],,,"['axissecurities', 'Axis Capital']",,
174,India Asset Management - Monthly Update - JM Financial.pdf,['jmfl'],['Equitec-3'],['ICICI'],[],,,"['jmfl', 'JM Financial']",,
175,GS- Titan Industries (TITN.BO) err In line with expectations Higher margins offset lower Tanishq sales.pdf,['gs'],"['indrajit.agarwal', 'puneet.jain', 'aditya.soman']",[],[],,,"['gs', 'Goldman Sachs Research estimates.']",,
176,GC14-4880_2.pdf,['AVAC Ltd.'],['Rosivaldo Novaes'],[],[],,,['AVAC Ltd.'],,
177,IT-20150309-MOSL-WOW-PG006.pdf,['motilaloswal'],"['reports', 'kadambari.balachandran', 'Ashish.Chopra', 'Siddharth.Vora', 'anosh.Koppikar']","['TECHM', 'TCS']",[],,,"['MotilalOswal', 'motilaloswal', 'Bloomberg']",,
178,JustDial-IPO - trust.pdf,['Trust'],['Rajesh Mhatre'],['LT'],[],Sell,2470,['Trust'],,
179,CRG 1QFY16 Review.pdf,['sparkcapital'],"['raghavan', 'ravi']",[],[],Sell,,['sparkcapital'],,
180,ENGG-20141014-MOSL-FC-PG008.pdf,['motilaloswal'],"['reports', 'kadambari.balachandran', 'Nirav.Vasa', 'Amit.Shah', 'Email:anosh.Koppikar', 'AgarwalS']","['KEC', 'LT', 'ABB', 'BHEL']",[],,,"['MotilalOswal', 'motilaloswal', 'MOSL']",,
181,Conviction Ideas - Raymond.pdf,['capstocksindia'],['research'],"['FDC', 'IDFC', 'ITC', 'IGL', 'CRISIL']",[],Buy,235,['capstocksindia'],,
182,TELX-20170127-MOSL-RU-PG010.pdf,['motilaloswal'],['Varun.kumar'],['TELX IN'],[],Buy,5,"['motilaloswal', 'Company']",,
183,BHE-8-8-16-PL.pdf,['plindia'],"['kunalsheth', 'samirbendre']",['BEL'],[],,,"['plindia', 'PL Research.']",,
184,Ambit India Access_Pre-Budget Conference Call with Dinesh Kanabar_25Jan2018.pdf,['sageoneinvestments'],['research'],[],[],,,['sageoneinvestments'],,
185,AmbitCap-Hathway-Nov19-2013.pdf,"['y,']","['athw', 'hathw']",[],[],,,"['y', 'y,']",,
186,vhf-interim-guidance.pdf,['Others'],['bzw8'],[],[],,,[],,
187,The Option Trader Handbook - Strategies And Trade Adjustments.pdf,['  $45'],"['YHOO  ', 'EBAY  ', 'IBM  ']",['TI'],[],Sell,100,"['  $90', '  $45', '  $95', '  $85', '  $100', '  100', '  $110', '  $112', '  $83']",,
188,Cera Presentation.pdf,['gmail'],['ankurjain2100'],"['MTNL', 'CERA']",['Cash & Cash Equivalent'],Buy,42,"['gmail', 'Census 2011']",,
189,Alcoholic_Beverages_Jun162.pdf,['icicisecurities'],"['anand.mour', 'Aniruddha.joshi']",['ICICI'],[],,,['icicisecurities'],,
190,AXSB-20171113-MOSL-CU-PG008.pdf,['MotilalOswal'],"['Alpesh.Mehta', 'Piran.Engineer', 'Nitin.Aggarwal', 'Anirvan.Sarkar']",['AXSB IN'],[],Buy,680,"['MotilalOswal', 'MOSL']",,
191,IDEA-20170213-MOSL-RU-PG012.pdf,['motilaloswal'],['Varun.kumar'],"['ICICI', 'IDEA IN', 'IDEA']",['ICICI Prudential Life Insurance Company Ltd.'],Sell,22,"['motilaloswal', 'MOSL']",,
192,"[Kotak] Telecommunication Services, December 18, 2018.pdf",['kotak'],"['aniket.sethi', 'kotak.research', 'rohit.chordia']",[],[],,12,['kotak'],,
193,ICRA nov 2013.pdf,['edelweissfin'],"['nischal.maheshwari', 'manoj.bahety', 'shradha.sheth', 'vikas.khemani', 'nirav.sheth']","['ICRA', 'CRISIL']",[],Buy,74,"['edelweissfin', 'Company']",,
194,UTILITY-DISCOM-20150313-MOSL-ROH-PG014.pdf,['motilaloswal'],"['kadambari.balachandran', 'reports', 'anosh.Koppikar', 'nalinbhatt']","['PTC', 'NH', 'NHPC', 'CESC', 'NTPC']",[],Buy,1,"['motilaloswal', 'MOSL']",,
195,Thejo_RHP_Final.pdf,['idbicapital'],['IDBI Capital'],"['SJVN', 'IDBI', 'ARE IN', 'TOTAL', 'FAME', 'LT', 'NESCO', 'CDSL', 'MOIL', 'NBCC', 'HDFC', 'NTPC', 'THEJO', 'SAIL', 'BPL']","['Powerica Ltd.', 'Electrotherm (India) Ltd.']",Sell,10,"['', 'sbm', 'thejo-engg', 'jnr', 'idbicapital', 'axisbank', 'cameoindia']",,
196,Keeping%20Condensers%20Clean%20POWER%200406.pdf,['Others'],['sls'],[],[],,,[],,
197,DrReddys_Flash_290316.pdf,['jmfl'],"['kunal.randeria', 'anmol.ganjoo']",[],[],Sell,,"['jmfl', 'JM Financial']",,
198,iSec- VRL Logistics.pdf,['icicisecurities'],['sandeep.mathew'],['ICICI'],[],Buy,332,"['icicisecurities', 'Company reports']",,
199,Tyre sector update - 170130.pdf,['antiquelimited'],"['jigar.shah', 'basudeb.banerjee']","['JKI IN', 'CEAT IN', 'APTY IN', 'MRF']",[],Buy,220,"['antiquelimited', 'Antique']",,
200,2008_03_IR_Book_en (2).pdf,['Others'],['..'],[],[],Sell,15,[],,
201,Cera Sanitaryware Ltd  (2).pdf,['crisil'],['dinakarann'],"['CERA', 'CRISIL']",[],,,"['crisil', 'CRISIL Research']",,
202,Dollar Industries.pdf,['dollarglobal'],['•\u202fshashi.agarwal'],"['DOLLAR IN', 'DOLLAR']",[],,,['dollarglobal'],,
203,Info_Edge_Q4FY17.pdf,['icicisecurities'],"['bhrugesh.parsawala', 'kuldeep.koul']",['ICICI'],[],Buy,960,"['icicisecurities', 'I-Sec research']",,
204,Lokusdesign Credentials 200115.pdf,['honaywell'],"['servicewnrld', 'LCD ', 'Training ', 'serviceworld']","['INFINITE', 'SUZLON', 'TCS', 'HAVELLS', 'SPIC']",[],,,"['honeywell', ' 0', ' %1200/month', 'honaywell']",,
205,AmbitInsights_08Aug2016.pdf,['ambitcapital'],[None],"['KKC IN', 'KEC', 'TTAN IN', 'TCS', 'LT', 'ITC', 'UNBK IN', 'IGL', 'ABB', 'SRF', 'BHEL', 'NTPC', 'AMBER', 'MRF']","['Atul Ltd.', 'Union Bank Of India', 'MRF Ltd.']",Sell,404,"['ambitcapital', 'Ambit Capital research']",,
206,annualreport2002webnew.pdf,['benchmarkfunds'],"['webmaster', 'mcsmum']","['ITC', 'HDFC', 'ICICI']","['HDFC Bank Ltd.', 'Castrol India Ltd.', 'Tata Power Company Ltd.', 'NIIT Ltd.', 'Hindalco Industries Ltd.', 'Dabur India Ltd.', 'MCS Ltd.', 'Cipla Ltd.', 'Nestle India Ltd.', 'Tata Chemicals Ltd.', 'Asian Paints Ltd.', 'Mahindra & Mahindra Ltd.', 'Bajaj Auto Ltd.', 'Mahanagar Telephone Nigam Ltd.', 'Grasim Industries Ltd.', 'Hindustan Petroleum Corporation Ltd.', 'ITC Ltd.']",,,"['benchmarkfunds', 'vsnl']",,
207,IFB_Industries_Ltd_080814.pdf,['ifbglobal'],['dipak'],[],[],,,['ifbglobal'],,
208,Akzo Nobel-Value Pick.pdf,['rathi'],"['vivekgujrati', 'akprabhakar', 'PE ', 'shwetaprabhu']",['AKZOINDIA'],[],Sell,1172,"[' CMP', 'rathi']",,
209,India's economy_ How India got its funk _ The Economist.pdf,['Others'],['NA'],[],[],,,[],,
210,lbs061812appendixG.pdf,['NBIM'],"['Vatnar, John Tore']",[],[],,,['NBIM'],,
211,Case_Study_8.pdf,['Whiteshield Partners framing'],['Lullit Jezequel'],[],[],,,['Whiteshield Partners framing'],,
212,India+Strategy-+The+Gold+Attack+-+Is+it+Strong+Enough.pdf,['morganstanley'],['morganstanley.research'],[],[],Sell,12,"['morganstanley', 'RBI']",,
213,GUJGA-20180511-MOSL-RU-PG008.pdf,['MotilalOswal'],"['Abhinil.Dahiwale', 'Swarnendu.Bhushan']",['GUJGA IN'],[],,,"['MotilalOswal', 'motilaloswal', 'MOSL']",,
214,Vaibhav Global Ltd - Investor & Analyst Meet Invite - 26 June 2014.pdf,['cdr-india'],['bridget'],[],['Vaibhav Global Ltd.'],,,['cdr-india'],,
215,Ambit Insights_27Apr2018.pdf,['ambit'],['Sajid Merchant'],"['AXSB IN', 'RALI IN', 'SI IN']",[],,,"['ambit', 'sageoneinvestments', 'Ambit Capital research']",,
216,CPBrochure.pdf,['indiacp'],['info'],"['DLF', 'TRIDENT', 'JHS']",[],,,['indiacp'],,
217,UPL 1QFY19 result update - 180731.pdf,['antiquelimited'],"['prashant.bothra', 'manish.mahawar']","['UPL', 'UPLL IN']",[],Buy,750,"['antiquelimited', 'Antique']",,
218,EDELWEISS_FUND_INSIGHT_NOV-13-EDEL.pdf,['edelweissfin'],"['sriram.velayudhan', 'yogesh.radke']","['ONGC', 'IIB IN', 'HEXW IN', 'PEPL IN', 'SBIN', 'PEPL', 'GAIL IN', 'IDEA IN', 'ITC', 'PLNG IN', 'UNSP IN', 'SUNP IN', 'GPPV IN', 'NTPC', 'WLDL IN', 'Z IN', 'IDBI', 'BJAUT IN', 'HNDL IN', 'HTML IN', 'BHARTI IN', 'RIL IN', 'LT', 'HDFC', 'MSIL IN', 'PWGR IN', 'SIEM IN', 'YES IN', 'ICICI', 'GAIL', 'IDFC', 'IDEA', 'JSP IN', 'KMB IN', 'TATA IN', 'LT IN', 'FB IN', 'BOI IN', 'NMDC', 'VYSB IN', 'BHIN IN', 'MM IN', 'AXSB IN', 'PIDI IN', 'INFO IN', 'VOLT IN', 'EXID IN', 'MRF IN', 'SBIN IN', 'MRF']","['United Spirits Ltd.', 'Lupin Ltd.', 'Prestige Estate Projects Ltd.', 'Bharti Infratel Ltd.', 'Tata Steel Ltd.', 'Mahindra & Mahindra Ltd.', 'The Federal Bank Ltd.', 'Westlife Development Ltd.', 'IndusInd Bank Ltd.', 'Bank Of India', 'Yes Bank Ltd.', 'Jindal Steel & Power Ltd.', 'Pidilite Industries Ltd.', 'Gujarat Pipavav Port Ltd.', 'HT Media Ltd.', 'MRF Ltd.', 'Reliance Industries Ltd.', 'Kotak Mahindra Bank Ltd.', 'Zee Entertainment Enterprises Ltd.', 'Voltas Ltd.', 'Maruti Suzuki India Ltd.', 'Axis Bank Ltd.', 'Infosys Ltd.', 'Larsen & Toubro Ltd.', 'Siemens Ltd.', 'GAIL (India) Ltd.']",,,"['edelweissfin', 'Edelweiss research']",,
219,Investor Aug-14.pdf,['godrejproperties'],"['vikramr', 'kbolaria']",['TOTAL'],[],,,"['godrejproperties', 'cdr-india', 'BSE']",,
220,Balkrishna Industries Limited - A R 2012-13.pdf,['shareproservices'],['sharepro'],"['ARVIND', 'AUSTRAL', 'ACC', 'ICICI', 'STAN', 'TOTAL', 'LT', 'HDFC', 'BALKRISHNA', 'TI']",['Govind Rubber Ltd.'],,,['shareproservices'],,
221,iEnergy+Theni+Wind+farm+RAC.pdf,['fitchratings'],"['bindu.menon', 'leslie.tan']",[],[],,,['fitchratings'],,
222,HDFC 1QFY16 Outlook.pdf,['sparkcapital'],"['navin', 'abhinesh', 'nishant']","['HDFC', 'TI', 'HDFC IN']",[],,,"['sparkcapital', 'Sparkcapital', 'Spark Research']",,
223,CJ July 2013.pdf,['hotmail'],"['ansekhri', 'rcaavi']","['GHCL', 'BPL']","['Duncans Industries Ltd.', 'Escorts Ltd.', 'Jindal Saw Ltd.']",Buy,118,"['hotmail', 'gmail']",,
224,US Generic - Mar14 .pdf,['idfc'],['santosh.fernandes'],"['IDFC', 'DRL']",[],Buy,35,"['idfc', 'IDFC Securities Research']",,
225,Jain_Irrigation_Systems_Ltd_1203121.pdf,['jains'],['jis|'],[],['Jain Irrigation Systems Ltd.'],,,['jains'],,
226,"[Kotak] HCL Technologies, October 23, 2018.pdf",['kotak'],"['sathishkumar', 'kotak.research', 'kawaljeet.saluja']",[],[],Buy,952,"['kotak', 'Kotak Institutional Equities']",,
227,CALCNTUT.pdf,['Others'],['Unknown'],['PSB'],[],Sell,1,[],,
228,Kotak UBS 270417.pdf,['ubs'],"['ishank.kumar', 'vishal.goyal']",[],[],Buy,1050,"['ubs', 'Company data']",,
229,Beta Drugs Ltd.pdf,['betadrugslimited'],"['info', 'ipo']",['BETA'],[],,,"['betadrugslimited', 'pantomathgroup']",,
230,Cyient Analyst day_final.pdf,['sparkcapital'],"['aishwariya', 'srivathsan']","['CYL IN', 'CYIENT']",['Cyient Ltd.'],,,['sparkcapital'],,
231,cummins oct 2014.pdf,['ilfsindia'],['devang.patel'],"['KKC IN', 'BHEL', 'LT']",[],Buy,12,"['ilfsindia', 'IL&FS Institutional Equities']",,
232,CSFEb15.pdf,['credit-suisse'],[None],"['IOB IN', 'NEST IN', 'DBL IN', 'BHIN IN', 'FCL', 'NH', 'IOB', 'HZ IN', 'DBL', 'SUNP IN', 'MSS IN', 'KSE']",['Indian Overseas Bank'],Sell,18,"['credit-suisse', 'Credit Suisse estimates.']",,
233,Table-1.pdf,['Ace Equity'],['NA'],"['DLF', 'IRB', 'DOLLAR']",[],,,['Ace Equity'],,
234,IIFL-+Titan-Gold+standard-ADD.pdf,['iif'],"['mitra', 'arnab.mitra']","['IIFL', 'TTAN IN', 'JUBILANT', 'LOVABLE', 'TI', 'GKB']",[],Sell,2011,"['iiflcap', 'iif', 'IIFL Research']",,
235,ICNT-20151028-MOSL-RU-PG012.pdf,['MotilalOswal'],"['kadambari.balachandran', 'Niket.Shah', 'Atul.Mehra', 'reports']",['ICNT IN'],[],,,"['MotilalOswal', 'motilaloswal', 'MOSL']",,
236,Vaibhav Global - Investor & Analyst meet presentation.pdf,['cdr-india'],['karl'],['TI'],['Vaibhav Global Ltd.'],,,['cdr-india'],,
237,INFDEVFC_20150909.pdf,['plindia'],"['nitinkumar', 'priteshbumb']","['HDFC', 'IDFC', 'ICICI']",[],Buy,2015,"['plindia', 'PL Research']",,
238,Hester_8 Page Notice.pdf,['cdslindia'],"['sharepro', 'scrutinizer', 'helpdesk.evoting', 'mail']",[],[],,,"['tapanshah', 'hester', 'cdslindia', 'shareproservices']",,
239,Centrum Wealth - L G  Balakrishnan  Bros  Ltd - Initiating Coverage - 30 June 2015.pdf,['centrum'],"['investor.grievances', 'compliance']","['LGBBROSLTD', 'SUPRAJIT', 'SETCO', 'CDSL']",[],Buy,30,"['centrum', 'Centrum Wealth Research']",,
240,"HDFC sec- Suzlon Energy (1QFY18)- A shock, though a positive one. Maintain BUY.pdf",['hdfcsec'],['ashutosh.mehta'],"['SUZLON', 'KEC', 'SUEL IN', 'TOTAL', 'HDFC']",[],Sell,25,"['hdfcsec', 'HDFC sec Inst Research']",,
241,Westlife Development - Q3FY18 Result Update- JMFL.pdf,['jmfl'],"['ruchir.jhunjhunwala', 'sunny.shah', 'richard.liu', 'jmfinancial.research', 'vicky.punjabi']",[],[],Buy,400,"['jmfl', 'JM Financial']",,
242,find-information.pdf,['idea'],['study2008'],"['ACC', 'IDEA', 'TAKE']",[],,,['idea'],,
243,2014-02-05 SUPE.BO (Anand Rathi S) Suprajit Engineering - Growth despite slowdown in the home OEM market%3B Buy.65684159 (2).pdf,['rathi'],['girishsolanki'],['SEL IN'],[],Buy,1,"['rathi', 'Anand Rathi Research']",,
244,Ambit_Petronet LNG_Company Insight_Whats the plan for cash_20Nov2017.pdf,['ambit'],['Ritesh Gupta'],"['ONGC', 'MGL', 'GSPL', 'GAIL', 'PLNG IN', 'IGL', 'IOC']",[],Buy,300,"['ambit', 'sageoneinvestments', 'Ambit Capital research']",,
245,Tree_House_Education_BIRI_IPO_Report.pdf,['Others'],['NA'],[],[],,,[],,
246,JM Financial- NTPC - 1Q18 Core RoE at 19%, High commercialisation cycle begins.pdf,['jmfl'],"['subhadip.mitra', 'jmfinancial.research', 'ruchir.jhunjhunwala', 'sunny.shah']",['NTPC'],[],Buy,2,"['jmfl', 'JM Financial']",
247,JSW-20170123-MOSL-RU-PG006.pdf,['motilaloswal'],['Varun.kumar'],"['JSW IN', 'LT']",[],,,"['motilaloswal', 'Company']",,
248,Coromandel Conference_Call_106395_20160727.pdf,['Others'],['Punit Jani'],[],[],,,[],,
249,TMKN 2QFY18 Outlook Review.pdf,['sparkcapital'],"['rseshan', 'mukesh']","['TMKN IN', 'STAN', 'TOTAL', 'TIMKEN', 'TI']",[],Buy,860,['sparkcapital'],,
250,India Banks Undoing Financial Repression Structural Reset of Economics 3-Sep'14.pdf,['sparkcapital'],"['jyothikumar', 'navin', 'gautam', 'abhinesh']","['ICICI', 'PNB', 'IOB', 'SBIN', 'CUB', 'HDFC']",[],,,"['sparkcapital', 'Spark Capital Research']",,
251,ECO-RBI_POLICY-20180604-MOSL-ES-PG006.pdf,['motilaloswal'],"['Nikhil.Gupta', 'Rahul.Agrawal']",[],[],,,"['MotilalOswal', 'motilaloswal', 'Markit']",,
252,IGL.pdf,['MotilalOswal'],"['Abhinil.Dahiwale', 'Swarnendu.Bhushan']","['IGL IN', 'STAN', 'GAIL', 'IGL', 'HDFC']",[],Buy,44,"['MotilalOswal', 'MOSL']",,
253,Jefferies- India Banks Group Pricing of Credit 101.pdf,['jefferies'],['nkarfa'],[],[],Sell,12,"['jefferies', 'company data']",,
254,5April 2018_India_Daily.pdf,['kotak'],['Kotak Institutional Equities'],"['PNB', 'IDBI', 'RCOM', 'HDFC', 'TECHM IN', 'PNB IN', 'ICICI', 'HDIL IN', 'HDIL', 'UNBK IN', 'RCOM IN', 'BOI IN', 'AL IN', 'GCPL IN', 'INFO IN', 'IDBI IN', 'TECHM']",[],Buy,2,"['kotak', 'Kotak Institutional Equities estimates']",,
255,AMP - 180403.pdf,['antiquelimited'],"['rohit.natarajan', 'prashant.bothra', 'manish.mahawar']","['ONGC', 'PNB', 'IRB', 'SUBEX', 'ITC', 'BHEL', 'BEML', 'NCC', 'LT', 'DLF', 'MOIL', 'UPL', 'TCS', 'HDFC', 'ICICI', 'M&M', 'GAIL', 'NJCC IN', 'NBCC', 'DAGRI IN', 'OIL', 'ICRA', 'SAIL', 'NMDC', 'ACC', 'KEC', 'PTC', 'ABB', 'BPCL']","['State Bank Of India', 'Punjab National Bank', 'Canara Bank', 'NCC Ltd.']",Buy,700,"['antiquelimited', 'Antique']",,
256,BOAML-StagnatingIndicators.pdf,['baml'],['indranil.sengupta'],['MEP'],[],,,"['baml', 'BofA Merrill Lynch Global Research estimates.']",,
257,TIl Q1 2015 reults.pdf,['Others'],['icraadmin'],"['TOTAL', 'TIL', 'TI', 'GSL']",[],,,[],,
258,Adani_Power_Q1FY18_results.pdf,['icicisecurities'],"['apoorva.bahadur', 'prakash.goel']",['ICICI'],[],Sell,19,"['icicisecurities', 'I-Sec research']",,
259,1345798948346-a (2).pdf,['Others'],['1890'],[],[],,,[],,
260,Full Report of Future of Mobile Value Added Services (VAS) in India.pdf,['bdaconnect'],"['kosnik', 'mohitgundecha', 'mohitsg', 'kunal.bajaj', 'contactus']","['MTNL', 'LML', 'IDEA']",[],Sell,2007,"['gmail', 'stanford', 'bdaconnect', 'BDA Interviews and Analysis']",,
261,IndusInd_Bank_-_4QFY18_-_HDFC_sec.pdf,['hdfcsec'],"['darpin.shah', 'Pranav.gupta']","['IIB IN', 'ICICI', 'SBIN', 'CUB', 'HDFC']",[],,,"['hdfcsec', 'HDFC sec Inst Research']",,
262,Avant Garde Wealth Mgmt - Quarterly letter - 1309.pdf,['National Stock Exchange'],['NA'],[],[],Sell,500,['National Stock Exchange'],,
263,the economic times - gfl - wind turbines - amdavad - 27102007.pdf,['Others'],['NA'],[],[],,,[],,
264,India_Opportunities_Real_Estate_Fund_March12.pdf,['SCnicll'],['#iX'],['ICICI'],[],,,['SCnicll'],,
